,Release Date,Year,Movie Title, Budget , Domestic Gross , Worldwide Gross ,Wiki,Unnamed: 0,variable,Actor
177,7/6/2006,2006,Pirates of the Caribbean: Dead Man’s Chest,"  $225,000,000 ","  $423,315,812 ","  $1,066,179,725 ",<WikipediaPage 'Pirates of the Caribbean: Dead Man's Chest'>,162,27,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Bill Nighy', 'Jack Davenport', 'Kevin R. McNally', 'Jonathan Pryce']"
178,6/14/2013,2013,Man of Steel,"  $225,000,000 ","  $291,045,518 ","  $667,999,518 ",<WikipediaPage 'Man of Steel (film)'>,168,28,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Kevin Costner', 'Diane Lane', 'Laurence Fishburne', 'Antje Traue', 'Ayelet Zurer', 'Christopher Meloni', 'Russell Crowe']"
179,5/16/2008,2008,The Chronicles of Narnia: Prince Caspian,"  $225,000,000 ","  $141,621,490 ","  $417,341,288 ",<WikipediaPage 'The Chronicles of Narnia: Prince Caspian'>,174,29,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell']"
180,6/27/2012,2012,The Amazing Spider-Man,"  $220,000,000 ","  $262,030,663 ","  $757,890,267 ",<WikipediaPage 'The Amazing Spider-Man'>,186,31,keyerror
181,4/11/2012,2012,Battleship,"  $220,000,000 ","  $65,233,400 ","  $313,477,717 ",<WikipediaPage 'Battleship'>,192,32,error
182,6/20/2017,2017,Transformers: The Last Knight,"  $217,000,000 ","  $130,168,683 ","  $602,893,340 ",<WikipediaPage 'Transformers: The Last Knight'>,198,33,"['Mark Wahlberg', 'Josh Duhamel', 'Stanley Tucci', 'Anthony Hopkins']"
183,6/9/2015,2015,Jurassic World,"  $215,000,000 ","  $652,306,625 ","  $1,669,979,967 ",<WikipediaPage 'Jurassic World'>,204,34,"['Chris Pratt', 'Bryce Dallas Howard', ""Vincent D'Onofrio"", 'Ty Simpkins', 'Nick Robinson', 'Omar Sy', 'BD Wong', 'Irrfan Khan']"
184,6/24/2009,2009,Transformers: Revenge of the Fallen,"  $210,000,000 ","  $402,111,870 ","  $836,519,699 ",<WikipediaPage 'Transformers: Revenge of the Fallen'>,216,36,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'John Turturro']"
185,6/25/2014,2014,Transformers: Age of Extinction,"  $210,000,000 ","  $245,439,076 ","  $1,104,054,072 ",<WikipediaPage 'Transformers: Age of Extinction'>,222,37,"['Mark Wahlberg', 'Stanley Tucci']"
186,5/26/2006,2006,X-Men: The Last Stand,"  $210,000,000 ","  $234,362,462 ","  $459,260,946 ",<WikipediaPage 'X-Men: The Last Stand'>,228,38,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Patrick Stewart']"
187,12/7/2007,2007,The Golden Compass,"  $205,000,000 ","  $70,107,728 ","  $367,262,558 ",<WikipediaPage 'The Golden Compass (film)'>,246,41,"['Nicole Kidman', 'Sam Elliott', 'Eva Green', 'Ian McKellen', 'Ian McShane', 'Freddie Highmore', 'Kathy Bates', 'Kristin Scott Thomas', 'Daniel Craig', 'Dakota Blue Richards']"
188,12/13/2017,2017,Star Wars Ep. VIII: The Last Jedi,"  $200,000,000 ","  $620,181,382 ","  $1,331,635,141 ",<WikipediaPage 'Yoda'>,270,45,keyerror
189,6/15/2018,2018,Incredibles 2,"  $200,000,000 ","  $608,581,744 ","  $1,242,805,359 ",<WikipediaPage 'The Incredibles'>,394,65,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña']"
190,10/22/2004,2004,The Incredibles,"  $92,000,000 ","  $261,441,092 ","  $631,441,092 ",<WikipediaPage 'The Incredibles'>,394,65,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña']"
191,12/14/2016,2016,Rogue One: A Star Wars Story,"  $200,000,000 ","  $532,177,324 ","  $1,055,135,598 ",<WikipediaPage 'Rogue One'>,282,47,"['Felicity Jones', 'Diego Luna', 'Ben Mendelsohn', 'Donnie Yen', 'Mads Mikkelsen', 'Alan Tudyk', 'Jiang Wen', 'Forest Whitaker', 'Riz Ahmed']"
192,6/16/2016,2016,Finding Dory,"  $200,000,000 ","  $486,295,561 ","  $1,025,006,125 ",<WikipediaPage 'Finding Dory'>,288,48,"['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence', ""Ed O'Neill"", 'Kaitlin Olson', 'Ty Burrell', 'Diane Keaton', 'Eugene Levy']"
193,4/24/2013,2013,Iron Man 3,"  $200,000,000 ","  $408,992,272 ","  $1,215,392,272 ",<WikipediaPage 'Iron Man'>,510,85,keyerror
194,5/7/2010,2010,Iron Man 2,"  $170,000,000 ","  $312,433,331 ","  $621,156,389 ",<WikipediaPage 'Iron Man'>,510,85,keyerror
195,4/28/2017,2017,Guardians of the Galaxy Vol 2,"  $200,000,000 ","  $389,813,101 ","  $869,113,101 ",<WikipediaPage 'Guardians of the Galaxy Vol. 2'>,169,28,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Sylvester Stallone', 'Kurt Russell']"
196,7/31/2014,2014,Guardians of the Galaxy,"  $170,000,000 ","  $333,714,112 ","  $770,882,395 ",<WikipediaPage 'Guardians of the Galaxy Vol. 2'>,169,28,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Sylvester Stallone', 'Kurt Russell']"
197,3/4/2010,2010,Alice in Wonderland,"  $200,000,000 ","  $334,191,110 ","  $1,025,491,110 ",<WikipediaPage 'Alice's Adventures in Wonderland'>,324,54,keyerror
198,10/26/2012,2012,Skyfall,"  $200,000,000 ","  $304,360,277 ","  $1,110,526,981 ",<WikipediaPage 'Skyfall'>,330,55,"['Daniel Craig', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Judi Dench']"
199,12/11/2012,2012,The Hobbit: An Unexpected Journey,"  $200,000,000 ","  $303,003,568 ","  $1,014,938,545 ",<WikipediaPage 'The Hobbit: An Unexpected Journey'>,336,56,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'James Nesbitt', 'Ken Stott', 'Cate Blanchett', 'Ian Holm', 'Christopher Lee', 'Hugo Weaving', 'Elijah Wood', 'Andy Serkis']"
200,6/21/2013,2013,Monsters University,"  $200,000,000 ","  $268,488,329 ","  $743,455,810 ",<WikipediaPage 'Monsters University'>,342,57,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Nathan Fillion']"
201,3/8/2013,2013,Oz the Great and Powerful,"  $200,000,000 ","  $234,770,996 ","  $490,359,051 ",<WikipediaPage 'Oz the Great and Powerful'>,348,58,"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox']"
202,5/21/2014,2014,X-Men: Days of Future Past,"  $200,000,000 ","  $233,921,534 ","  $747,862,775 ",<WikipediaPage 'X-Men: Days of Future Past'>,354,59,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry', 'Anna Paquin', 'Elliot Page', '[a]', 'Peter Dinklage', 'Ian McKellen', 'Patrick Stewart']"
203,4/16/2014,2014,The Amazing Spider-Man 2,"  $200,000,000 ","  $202,853,933 ","  $708,996,336 ",<WikipediaPage 'The Amazing Spider-Man 2'>,318,53,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott', 'Embeth Davidtz', 'Colm Feore', 'Paul Giamatti', 'Sally Field']"
204,7/31/2019,2019,Fast & Furious Presents: Hobbs & Shaw,"  $200,000,000 ","  $173,956,935 ","  $760,374,590 ",<WikipediaPage 'Hobbs & Shaw'>,372,62,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba', 'Vanessa Kirby', 'Cliff Curtis', 'Helen Mirren']"
205,11/12/2009,2009,2012,"  $200,000,000 ","  $166,112,167 ","  $757,677,748 ",<WikipediaPage '2012'>,384,64,keyerror
206,11/14/2018,2018,Fantastic Beasts: The Crimes of Grindelwald,"  $200,000,000 ","  $159,555,901 ","  $651,280,475 ",<WikipediaPage 'Fantastic Beasts: The Crimes of Grindelwald'>,390,65,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim', 'William Nadylam', 'Kevin Guthrie', 'Jude Law', 'Johnny Depp']"
207,6/17/2011,2011,Green Lantern,"  $200,000,000 ","  $116,601,172 ","  $219,535,492 ",<WikipediaPage 'Green Lantern'>,408,68,keyerror
208,5/28/2010,2010,Prince of Persia: Sands of Time,"  $200,000,000 ","  $90,759,676 ","  $336,359,676 ",<WikipediaPage 'Prince of Persia: The Sands of Time'>,414,69,keyerror
209,6/5/2019,2019,Dark Phoenix,"  $200,000,000 ","  $65,845,974 ","  $246,356,895 ",<WikipediaPage 'Dark Phoenix (film)'>,420,70,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Sophie Turner', 'Tye Sheridan', 'Alexandra Shipp', 'Jessica Chastain']"
210,12/16/2020,2020,Wonder Woman 1984,"  $200,000,000 ","  $46,530,051 ","  $166,089,247 ",<WikipediaPage 'Wonder Woman 1984'>,432,72,"['Chris Pine', 'Kristen Wiig', 'Pedro Pascal', 'Robin Wright', 'Connie Nielsen']"
211,9/4/2020,2020,Mulan,"  $200,000,000 ",  $0 ,"  $69,965,374 ",<WikipediaPage 'Hua Mulan'>,438,73,keyerror
212,10/28/2021,2021,Eternals,"  $200,000,000 ",  $0 ,  $0 ,<WikipediaPage 'Eternals (comics)'>,444,74,keyerror
213,6/29/2011,2011,Transformers: Dark of the Moon,"  $195,000,000 ","  $352,390,543 ","  $1,123,794,079 ",<WikipediaPage 'Transformers: Dark of the Moon'>,450,75,"['Shia LaBeouf', 'Josh Duhamel', 'John Turturro', 'Tyrese Gibson', 'Rosie Huntington-Whiteley', 'Patrick Dempsey', 'Kevin Dunn', 'Julie White', 'John Malkovich', 'Frances McDormand']"
214,6/2/2017,2017,The Mummy,"  $195,000,000 ","  $80,101,125 ","  $409,953,905 ",<WikipediaPage 'Mummy'>,456,76,keyerror
215,2/27/2013,2013,Jack the Giant Slayer,"  $195,000,000 ","  $65,187,603 ","  $197,687,603 ",<WikipediaPage 'Jack the Giant Slayer'>,462,77,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Stanley Tucci', 'Ian McShane', 'Bill Nighy', 'Ewan McGregor']"
216,5/16/2013,2013,Star Trek Into Darkness,"  $190,000,000 ","  $228,778,661 ","  $467,381,584 ",<WikipediaPage 'Star Trek Into Darkness'>,474,79,"['John Cho', 'Benedict Cumberbatch', 'Alice Eve', 'Bruce Greenwood', 'Simon Pegg', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Peter Weller', 'Anton Yelchin']"
217,11/25/2015,2015,The Good Dinosaur,"  $187,500,000 ","  $123,087,120 ","  $333,771,037 ",<WikipediaPage 'The Good Dinosaur'>,504,84,"['Raymond Ochoa', 'Sam Elliott', 'Anna Paquin', 'A.J. Buckley', 'Steve Zahn', 'Jeffrey Wright', 'Frances McDormand']"
218,5/22/2008,2008,Indiana Jones and the Kingdom of the Crystal Skull,"  $185,000,000 ","  $317,101,119 ","  $786,635,413 ",<WikipediaPage 'Indiana Jones and the Kingdom of the Crystal Skull'>,522,87,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Ray Winstone', 'John Hurt', 'Jim Broadbent', 'Shia LaBeouf']"
219,7/21/2016,2016,Star Trek Beyond,"  $185,000,000 ","  $158,848,340 ","  $335,673,708 ",<WikipediaPage 'Star Trek Beyond'>,540,90,"['Chris Pine', 'John Cho', 'Simon Pegg', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Anton Yelchin', 'Idris Elba']"
220,10/17/2019,2019,Maleficent: Mistress of Evil,"  $185,000,000 ","  $113,929,605 ","  $489,346,495 ",<WikipediaPage 'Maleficent: Mistress of Evil'>,546,91,"['Elle Fanning', 'Chiwetel Ejiofor', 'Sam Riley', 'Ed Skrein', 'Imelda Staunton', 'Juno Temple', 'Lesley Manville', 'Michelle Pfeiffer']"
221,10/25/2019,2019,Terminator: Dark Fate,"  $185,000,000 ","  $62,253,077 ","  $250,372,367 ",<WikipediaPage 'Terminator: Dark Fate'>,558,93,"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes', 'Gabriel Luna', 'Diego Boneta']"
222,5/22/2019,2019,Aladdin,"  $182,000,000 ","  $355,559,216 ","  $1,046,649,706 ",<WikipediaPage 'Aladdin'>,564,94,keyerror
223,10/25/2017,2017,Thor: Ragnarok,"  $180,000,000 ","  $315,058,289 ","  $850,482,778 ",<WikipediaPage 'Thor: Ragnarok'>,570,95,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba', 'Jeff Goldblum', 'Tessa Thompson', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins']"
224,12/9/2005,2005,"The Chronicles of Narnia: The Lion, the Witch a…","  $180,000,000 ","  $291,710,957 ","  $720,539,572 ","<WikipediaPage 'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe'>",576,96,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Liam Neeson']"
225,5/28/2014,2014,Maleficent,"  $180,000,000 ","  $241,407,328 ","  $758,536,735 ",<WikipediaPage 'Maleficent'>,582,97,keyerror
226,11/14/2016,2016,Fantastic Beasts and Where to Find Them,"  $180,000,000 ","  $234,037,575 ","  $811,724,385 ",<WikipediaPage 'Fantastic Beasts and Where to Find Them (film)'>,588,98,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Ezra Miller', 'Samantha Morton', 'Jon Voight', 'Carmen Ejogo', 'Ron Perlman', 'Colin Farrell']"
227,6/27/2016,2016,The Legend of Tarzan,"  $180,000,000 ","  $126,643,061 ","  $348,902,025 ",<WikipediaPage 'The Legend of Tarzan (film)'>,7,1,"['Alexander Skarsgård', 'Samuel L. Jackson', 'Margot Robbie', 'Djimon Hounsou', 'Jim Broadbent', 'Christoph Waltz']"
228,7/20/2017,2017,Valerian and the City of a Thousand Planets,"  $180,000,000 ","  $40,479,370 ","  $215,098,356 ",<WikipediaPage 'Valerian and the City of a Thousand Planets'>,19,3,"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna', 'Ethan Hawke', 'Herbie Hancock', 'Kris Wu', 'Rutger Hauer']"
229,2/6/2015,2015,Jupiter Ascending,"  $179,000,000 ","  $47,482,519 ","  $181,982,519 ",<WikipediaPage 'Jupiter Ascending'>,25,4,"['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth']"
230,7/16/2018,2018,Mission: Impossible—Fallout,"  $178,000,000 ","  $220,159,104 ","  $787,176,729 ",<WikipediaPage 'Mission: Impossible – Fallout'>,31,5,"['Henry Cavill', 'Ving Rhames', 'Simon Pegg', 'Rebecca Ferguson', 'Sean Harris', 'Angela Bassett', 'Michelle Monaghan', 'Alec Baldwin']"
231,5/18/2016,2016,X-Men: Apocalypse,"  $178,000,000 ","  $155,442,489 ","  $542,537,546 ",<WikipediaPage 'X-Men: Apocalypse'>,37,6,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Oscar Isaac', 'Nicholas Hoult', 'Rose Byrne', 'Tye Sheridan', 'Sophie Turner', 'Olivia Munn', 'Lucas Till']"
232,8/9/2018,2018,The Meg,"  $178,000,000 ","  $145,443,742 ","  $527,370,715 ",<WikipediaPage 'The Meg'>,43,7,"['Jason Statham', 'Li Bingbing', 'Rainn Wilson', 'Ruby Rose', 'Winston Chao', 'Cliff Curtis']"
233,5/28/2014,2014,Edge of Tomorrow,"  $178,000,000 ","  $100,206,256 ","  $367,028,980 ",<WikipediaPage 'Edge of Tomorrow'>,49,8,"['Tom Cruise', 'Emily Blunt', 'Bill Paxton', 'Brendan Gleeson']"
234,3/6/2019,2019,Captain Marvel,"  $175,000,000 ","  $426,829,839 ","  $1,129,727,388 ",<WikipediaPage 'Captain Marvel (film)'>,55,9,"['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn', 'Djimon Hounsou', 'Lee Pace', 'Lashana Lynch', 'Gemma Chan', 'Annette Bening', 'Clark Gregg', 'Jude Law']"
235,4/7/2016,2016,The Jungle Book,"  $175,000,000 ","  $364,001,123 ","  $953,554,418 ",<WikipediaPage 'The Jungle Book'>,61,10,keyerror
236,6/12/2015,2015,Inside Out,"  $175,000,000 ","  $356,461,711 ","  $855,038,387 ",<WikipediaPage 'Inside Out (2015 film)'>,67,11,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Lewis Black', 'Bill Hader', 'Mindy Kaling', 'Diane Lane', 'Kyle MacLachlan']"
237,7/5/2017,2017,Spider-Man: Homecoming,"  $175,000,000 ","  $334,201,140 ","  $880,166,350 ",<WikipediaPage 'Spider-Man: Homecoming'>,73,12,"['Tom Holland', 'Michael Keaton', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier', 'Tony Revolori', 'Bokeem Woodbine', 'Tyne Daly', 'Marisa Tomei', 'Robert Downey Jr.']"
238,8/2/2016,2016,Suicide Squad,"  $175,000,000 ","  $325,100,054 ","  $746,846,894 ",<WikipediaPage 'The Suicide Squad (film)'>,79,13,"['Margot Robbie', 'Idris Elba', 'John Cena', 'Joel Kinnaman', 'Sylvester Stallone', 'Viola Davis', 'Jai Courtney', 'Peter Capaldi']"
239,11/21/2018,2018,Ralph Breaks The Internet,"  $175,000,000 ","  $201,091,711 ","  $529,290,830 ",<WikipediaPage 'Ralph Breaks the Internet'>,97,16,"['John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Taraji P. Henson', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk', 'Alfred Molina', ""Ed O'Neill""]"
240,3/27/2009,2009,Monsters vs. Aliens,"  $175,000,000 ","  $198,351,526 ","  $381,687,380 ",<WikipediaPage 'Monsters vs. Aliens'>,103,17,"['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie', 'Will Arnett', 'Kiefer Sutherland', 'Rainn Wilson', 'Paul Rudd', 'Stephen Colbert', 'Amy Poehler']"
241,8/7/2009,2009,G.I. Joe: The Rise of Cobra,"  $175,000,000 ","  $150,201,498 ","  $302,469,017 ",<WikipediaPage 'G.I. Joe: The Rise of Cobra'>,115,19,"['Channing Tatum', 'Marlon Wayans', 'Adewale Akinnuoye-Agbaje', 'Dennis Quaid', 'Rachel Nichols', 'Saïd Taghmaoui', 'Ray Park', 'Joseph Gordon-Levitt', 'Christopher Eccleston', 'Sienna Miller', 'Byung-hun Lee', 'Jonathan Pryce']"
242,6/30/1999,1999,Wild Wild West,"  $175,000,000 ","  $113,805,681 ","  $221,229,335 ",<WikipediaPage 'Wild Wild West'>,121,20,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek']"
243,8/1/2008,2008,The Mummy: Tomb of the Dragon Emperor,"  $175,000,000 ","  $102,491,776 ","  $405,760,225 ",<WikipediaPage 'The Mummy: Tomb of the Dragon Emperor'>,127,21,"['Brendan Fraser', 'Jet Li', 'Maria Bello', 'John Hannah', 'Russell Wong', 'Liam Cunningham', 'Luke Ford', 'Isabella Leong', 'Michelle Yeoh']"
244,6/22/2007,2007,Evan Almighty,"  $175,000,000 ","  $100,289,690 ","  $174,131,329 ",<WikipediaPage 'Evan Almighty'>,133,22,"['Steve Carell', 'Morgan Freeman', 'Lauren Graham', 'John Goodman', 'John Michael Higgins', 'Jimmy Bennett', 'Wanda Sykes']"
245,5/11/2017,2017,King Arthur: Legend of the Sword,"  $175,000,000 ","  $39,175,066 ","  $139,630,336 ",<WikipediaPage 'King Arthur: Legend of the Sword'>,151,25,"['Charlie Hunnam', 'Àstrid Bergès-Frisbey', 'Djimon Hounsou', 'Aidan Gillen', 'Jude Law', 'Eric Bana']"
246,6/6/2018,2018,Jurassic World: Fallen Kingdom,"  $170,000,000 ","  $417,719,760 ","  $1,308,334,005 ",<WikipediaPage 'Jurassic World: Fallen Kingdom'>,163,27,"['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Toby Jones', 'Ted Levine', 'BD Wong', 'Jeff Goldblum']"
247,3/28/2014,2014,Captain America: The Winter Soldier,"  $170,000,000 ","  $259,746,958 ","  $714,401,889 ",<WikipediaPage 'Captain America: The Winter Soldier'>,181,30,"['Chris Evans', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Emily VanCamp', 'Hayley Atwell', 'Robert Redford', 'Samuel L. Jackson']"
248,7/9/2014,2014,Dawn of the Planet of the Apes,"  $170,000,000 ","  $208,545,589 ","  $710,644,566 ",<WikipediaPage 'Dawn of the Planet of the Apes'>,187,31,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee']"
249,11/10/2004,2004,The Polar Express,"  $170,000,000 ","  $188,578,855 ","  $312,719,437 ",<WikipediaPage 'The Polar Express (film)'>,193,32,"['Tom Hanks', 'Daryl Sabara', 'Nona Gaye', 'Jimmy Bennett', 'Eddie Deezen']"
250,5/30/2012,2012,Snow White and the Huntsman,"  $170,000,000 ","  $155,136,755 ","  $401,021,746 ",<WikipediaPage 'Snow White and the Huntsman'>,199,33,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane', 'Bob Hoskins', 'Ray Winstone', 'Nick Frost', 'Toby Jones']"
251,7/1/2003,2003,Terminator 3: Rise of the Machines,"  $170,000,000 ","  $150,358,296 ","  $433,058,296 ",<WikipediaPage 'Terminator 3: Rise of the Machines'>,205,34,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken']"
252,5/29/2019,2019,Godzilla: King of the Monsters,"  $170,000,000 ","  $110,500,138 ","  $383,299,915 ",<WikipediaPage 'Godzilla: King of the Monsters (2019 film)'>,223,37,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Bradley Whitford', 'Sally Hawkins', 'Charles Dance', 'Thomas Middleditch', 'Aisha Hinds', ""O'Shea Jackson Jr."", 'David Strathairn', 'Ken Watanabe', 'Zhang Ziyi']"
253,5/20/2016,2016,Alice Through the Looking Glass,"  $170,000,000 ","  $77,042,381 ","  $276,928,112 ",<WikipediaPage 'Through the Looking-Glass'>,241,40,keyerror
254,5/21/2010,2010,Shrek Forever After,"  $165,000,000 ","  $238,736,787 ","  $756,244,673 ",<WikipediaPage 'Shrek Forever After'>,247,41,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Walt Dohrn', 'Jane Lynch', 'Jon Hamm', 'Craig Robinson', 'Lake Bell', 'Mary Kay Place', 'Kathy Griffin', 'Kristen Schaal']"
255,3/26/2010,2010,How to Train Your Dragon,"  $165,000,000 ","  $217,581,232 ","  $494,870,992 ",<WikipediaPage 'How to Train Your Dragon'>,265,44,keyerror
256,11/1/2012,2012,Wreck-It Ralph,"  $165,000,000 ","  $189,412,677 ","  $496,511,521 ",<WikipediaPage 'Wreck-It Ralph'>,271,45,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk']"
257,6/22/2016,2016,Independence Day: Resurgence,"  $165,000,000 ","  $103,144,286 ","  $384,169,424 ",<WikipediaPage 'Independence Day: Resurgence'>,283,47,"['Jeff Goldblum', 'Liam Hemsworth', 'Bill Pullman', 'Maika Monroe', 'Travis Tope', 'William Fichtner', 'Charlotte Gainsbourg', 'Judd Hirsch']"
258,7/29/2011,2011,Cowboys and Aliens,"  $163,000,000 ","  $100,368,560 ","  $176,038,324 ",<WikipediaPage 'Cowboys & Aliens'>,295,49,"['Daniel Craig', 'Harrison Ford', 'Olivia Wilde', 'Sam Rockwell', 'Adam Beach', 'Clancy Brown', 'Paul Dano', 'Noah Ringer']"
259,6/27/2019,2019,Spider-Man: Far From Home,"  $160,000,000 ","  $390,532,085 ","  $1,132,183,514 ",<WikipediaPage 'Spider-Man: Far From Home'>,307,51,"['Tom Holland', 'Samuel L. Jackson', 'Zendaya', 'Cobie Smulders', 'Jon Favreau', 'J. B. Smoove', 'Jacob Batalon', 'Martin Starr', 'Marisa Tomei', 'Jake Gyllenhaal']"
260,11/18/2015,2015,The Hunger Games: Mockingjay - Part 2,"  $160,000,000 ","  $281,723,902 ","  $648,986,787 ",<WikipediaPage 'The Hunger Games: Mockingjay – Part 2'>,331,55,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
261,6/3/2011,2011,X-Men: First Class,"  $160,000,000 ","  $146,408,305 ","  $355,408,305 ",<WikipediaPage 'X-Men: First Class'>,349,58,"['James McAvoy', 'Michael Fassbender', 'Rose Byrne', 'January Jones', 'Oliver Platt', 'Kevin Bacon']"
262,12/25/2008,2008,The Curious Case of Benjamin Button,"  $160,000,000 ","  $127,509,326 ","  $329,631,958 ",<WikipediaPage 'The Curious Case of Benjamin Button (film)'>,355,59,"['Brad Pitt', 'Cate Blanchett', 'Mahershala Ali', 'Taraji P. Henson', 'Julia Ormond', 'Jason Flemyng', 'Elias Koteas', 'Tilda Swinton']"
263,7/14/2010,2010,The Sorcerer s Apprentice,"  $160,000,000 ","  $63,150,991 ","  $217,986,320 ",<WikipediaPage 'The Sorcerer's Apprentice'>,361,60,keyerror
264,5/12/2006,2006,Poseidon,"  $160,000,000 ","  $60,674,817 ","  $181,674,817 ",<WikipediaPage 'Poseidon'>,367,61,keyerror
265,9/29/2016,2016,Deepwater Horizon,"  $156,000,000 ","  $61,433,527 ","  $122,603,824 ",<WikipediaPage 'Deepwater Horizon'>,385,64,keyerror
266,3/25/2021,2021,Godzilla vs. Kong,"  $155,000,000 ","  $100,563,133 ","  $459,463,133 ",<WikipediaPage 'Godzilla vs. Kong'>,397,66,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Lance Reddick', 'Kyle Chandler', 'Demián Bichir']"
