,variable,value,Actor
168,28,<WikipediaPage 'Man of Steel (film)'>,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Kevin Costner', 'Diane Lane', 'Laurence Fishburne', 'Antje Traue', 'Ayelet Zurer', 'Christopher Meloni', 'Russell Crowe']"
169,28,<WikipediaPage 'Guardians of the Galaxy Vol. 2'>,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Sylvester Stallone', 'Kurt Russell']"
170,28,<WikipediaPage 'Star Trek'>,keyerror
171,28,<WikipediaPage 'Venom'>,error
172,28,<WikipediaPage 'Cat'>,keyerror
173,28,<WikipediaPage 'Fast & Furious'>,keyerror
174,29,<WikipediaPage 'The Chronicles of Narnia: Prince Caspian'>,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell']"
175,29,<WikipediaPage 'Iron Man 2'>,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Sam Rockwell', 'Mickey Rourke', 'Samuel L. Jackson']"
176,29,<WikipediaPage 'Armageddon'>,error
177,29,<WikipediaPage 'Star Wars: Episode I – The Phantom Menace (video game)'>,keyerror
178,29,<WikipediaPage 'In the Heart of the Sea (film)'>,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Tom Holland', 'Ben Whishaw', 'Brendan Gleeson']"
179,29,<WikipediaPage 'Horton Hears a Who!'>,keyerror
180,30,<WikipediaPage 'Lone Ranger'>,keyerror
181,30,<WikipediaPage 'Captain America: The Winter Soldier'>,"['Chris Evans', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Emily VanCamp', 'Hayley Atwell', 'Robert Redford', 'Samuel L. Jackson']"
182,30,<WikipediaPage 'Men in Black II'>,"['Tommy Lee Jones', 'Will Smith', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub', 'Rip Torn']"
183,30,<WikipediaPage 'Star Wars: Episode III – Revenge of the Sith'>,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz']"
184,30,error,error
185,30,<WikipediaPage 'Divergent (film)'>,"['Shailene Woodley', 'Theo James', 'Ashley Judd', 'Jai Courtney', 'Ray Stevenson', 'Zoë Kravitz', 'Miles Teller', 'Tony Goldwyn', 'Maggie Q', 'Kate Winslet']"
186,31,<WikipediaPage 'The Amazing Spider-Man'>,keyerror
187,31,<WikipediaPage 'Dawn of the Planet of the Apes'>,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee']"
188,31,<WikipediaPage 'Captain America: The First Avenger'>,"['Chris Evans', 'Tommy Lee Jones', 'Hugo Weaving', 'Hayley Atwell', 'Sebastian Stan', 'Dominic Cooper', 'Neal McDonough', 'Derek Luke', 'Stanley Tucci']"
189,31,<WikipediaPage 'List of Star Wars filming locations'>,error
190,31,<WikipediaPage 'Son of the Mask'>,"['Jamie Kennedy', 'Alan Cumming', 'Traylor Howard', 'Steven Wright', 'Kal Penn', 'Bob Hoskins']"
191,31,<WikipediaPage 'Hotel Transylvania'>,keyerror
192,32,<WikipediaPage 'Battleship'>,error
193,32,<WikipediaPage 'The Polar Express (film)'>,"['Tom Hanks', 'Daryl Sabara', 'Nona Gaye', 'Jimmy Bennett', 'Eddie Deezen']"
194,32,<WikipediaPage 'Kung Fu Panda 3'>,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'Kate Hudson', 'James Hong', 'Randall Duk Kim', 'Jackie Chan']"
195,32,"<WikipediaPage 'Monsters, Inc.'>","['John Goodman', 'Billy Crystal', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly']"
196,32,<WikipediaPage 'Mortal Engines (film)'>,"['Hera Hilmar', 'Robert Sheehan', 'Hugo Weaving', 'Jihae', 'Ronan Raftery', 'Leila George', 'Patrick Malahide', 'Stephen Lang']"
197,32,<WikipediaPage 'Captain Marvel (DC Comics)'>,keyerror
198,33,<WikipediaPage 'Transformers: The Last Knight'>,"['Mark Wahlberg', 'Josh Duhamel', 'Stanley Tucci', 'Anthony Hopkins']"
199,33,<WikipediaPage 'Snow White and the Huntsman'>,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane', 'Bob Hoskins', 'Ray Winstone', 'Nick Frost', 'Toby Jones']"
200,33,<WikipediaPage 'Lethal Weapon 4'>,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Chris Rock', 'Jet Li']"
201,33,<WikipediaPage 'Wolverine'>,keyerror
202,33,<WikipediaPage 'Chaos Walking (film)'>,"['Daisy Ridley', 'Tom Holland', 'Mads Mikkelsen', 'Demián Bichir', 'Cynthia Erivo', 'Nick Jonas', 'David Oyelowo']"
203,33,error,error
204,34,<WikipediaPage 'Jurassic World'>,"['Chris Pratt', 'Bryce Dallas Howard', ""Vincent D'Onofrio"", 'Ty Simpkins', 'Nick Robinson', 'Omar Sy', 'BD Wong', 'Irrfan Khan']"
205,34,<WikipediaPage 'Terminator 3: Rise of the Machines'>,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken']"
206,34,<WikipediaPage 'G.I. Joe: Retaliation'>,"['D. J. Cotrona', 'Byung-hun Lee', 'Adrianne Palicki', 'Ray Park', 'Jonathan Pryce', 'Ray Stevenson', 'Channing Tatum', 'Bruce Willis', 'Dwayne Johnson']"
207,34,<WikipediaPage 'Dante's Peak'>,"['Pierce Brosnan', 'Linda Hamilton', 'Charles Hallahan']"
208,34,<WikipediaPage 'The Adventures of Pluto Nash'>,"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson', 'Joe Pantoliano', 'Jay Mohr', 'Luis Guzmán', 'James Rebhorn', 'Peter Boyle', 'Pam Grier', 'John Cleese']"
209,34,<WikipediaPage 'Safe house'>,error
210,35,<WikipediaPage 'Men in Black 3'>,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement', 'Michael Stuhlbarg', 'Emma Thompson']"
211,35,<WikipediaPage 'Abraham Van Helsing'>,keyerror
212,35,<WikipediaPage 'The Last Samurai'>,"['Timothy Spall', 'Ken Watanabe', 'Billy Connolly', 'Tony Goldwyn', 'Hiroyuki Sanada', 'Koyuki']"
213,35,<WikipediaPage 'The Huntsman: Winter's War'>,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt', 'Nick Frost', 'Sam Claflin', 'Rob Brydon', 'Sheridan Smith', 'Jessica Chastain']"
214,35,<WikipediaPage 'The Flowers of War'>,"['Christian Bale', 'Ni Ni', 'Zhang Xinyi', 'Tong Dawei', 'Atsuro Watabe', 'Shigeo Kobayashi']"
215,35,<WikipediaPage 'I Now Pronounce You Chuck & Larry'>,"['Kevin James', 'Jessica Biel', 'Ving Rhames', 'Steve Buscemi', 'Dan Aykroyd']"
216,36,<WikipediaPage 'Transformers: Revenge of the Fallen'>,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'John Turturro']"
217,36,<WikipediaPage 'Dumbo'>,"['Edward Brophy', 'Verna Felton', 'Cliff Edwards', 'Herman Bing', 'Sterling Holloway', 'Hall Johnson Choir']"
218,36,<WikipediaPage 'Fun with Dick and Jane (2005 film)'>,"['Jim Carrey', 'Téa Leoni', 'Alec Baldwin', 'Richard Jenkins']"
219,36,<WikipediaPage 'Windtalkers'>,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich', 'Mark Ruffalo', 'Brian van Holt', ""Frances O'Connor"", 'Christian Slater']"
220,36,<WikipediaPage 'Artemis Fowl'>,keyerror
221,36,<WikipediaPage 'Ocean's Thirteen'>,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Andy García', 'Don Cheadle', 'Bernie Mac', 'Ellen Barkin', 'Al Pacino', 'Casey Affleck', 'Scott Caan', 'Eddie Jemison', 'Shaobo Qin', 'Carl Reiner', 'Elliott Gould']"
222,37,<WikipediaPage 'Transformers: Age of Extinction'>,"['Mark Wahlberg', 'Stanley Tucci']"
223,37,<WikipediaPage 'Godzilla: King of the Monsters (2019 film)'>,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Bradley Whitford', 'Sally Hawkins', 'Charles Dance', 'Thomas Middleditch', 'Aisha Hinds', ""O'Shea Jackson Jr."", 'David Strathairn', 'Ken Watanabe', 'Zhang Ziyi']"
224,37,<WikipediaPage 'Exodus: Gods and Kings'>,"['Christian Bale', 'Joel Edgerton', 'John Turturro', 'Aaron Paul', 'Ben Mendelsohn', 'Sigourney Weaver', 'Ben Kingsley']"
225,37,<WikipediaPage 'Asterix at the Olympic Games'>,keyerror
226,37,<WikipediaPage 'The Peanuts Movie'>,"['Noah Schnapp', 'Francesca Angelucci Capaldi', 'Troy ""Trombone Shorty"" Andrews', 'Kristin Chenoweth', 'Bill Melendez']"
227,37,error,error
228,38,<WikipediaPage 'X-Men: The Last Stand'>,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Patrick Stewart']"
229,38,<WikipediaPage 'Tomorrowland'>,keyerror
230,38,<WikipediaPage 'The BFG'>,keyerror
231,38,<WikipediaPage 'Gulliver's Travels'>,keyerror
232,38,<WikipediaPage 'The Lego Movie 2: The Second Part'>,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish', 'Stephanie Beatriz', 'Charlie Day', 'Alison Brie', 'Nick Offerman', 'Maya Rudolph', 'Will Ferrell']"
233,38,<WikipediaPage 'Enemy of the State (film)'>,"['Will Smith', 'Gene Hackman', 'Jon Voight', 'Regina King', 'Loren Dean', 'Jake Busey', 'Scott Caan', 'Barry Pepper', 'Gabriel Byrne']"
234,39,<WikipediaPage 'Robin Hood'>,keyerror
235,39,<WikipediaPage 'Alita: Battle Angel'>,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein', 'Jackie Earle Haley', 'Keean Johnson']"
236,39,<WikipediaPage 'Gemini Man (film)'>,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen', 'Benedict Wong']"
237,39,<WikipediaPage 'Ferdinand'>,keyerror
238,39,<WikipediaPage 'Robin Hood'>,keyerror
239,39,error,error
240,40,<WikipediaPage 'King Kong'>,keyerror
241,40,<WikipediaPage 'Through the Looking-Glass'>,keyerror
242,40,<WikipediaPage 'Ancient Egyptian deities'>,keyerror
243,40,<WikipediaPage 'Deadpool 2'>,"['Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T.J. Miller', 'Brianna Hildebrand', 'Jack Kesy']"
244,40,<WikipediaPage 'The Mummy Returns'>,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Oded Fehr', 'Patricia Velásquez', 'Freddie Boath', 'Alun Armstrong', 'The Rock']"
245,40,<WikipediaPage 'Tower Heist'>,"['Ben Stiller', 'Casey Affleck', 'Alan Alda', 'Matthew Broderick', 'Judd Hirsch', 'Téa Leoni', 'Michael Peña', 'Gabourey Sidibe']"
246,41,<WikipediaPage 'The Golden Compass (film)'>,"['Nicole Kidman', 'Sam Elliott', 'Eva Green', 'Ian McKellen', 'Ian McShane', 'Freddie Highmore', 'Kathy Bates', 'Kristin Scott Thomas', 'Daniel Craig', 'Dakota Blue Richards']"
247,41,<WikipediaPage 'Shrek Forever After'>,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Walt Dohrn', 'Jane Lynch', 'Jon Hamm', 'Craig Robinson', 'Lake Bell', 'Mary Kay Place', 'Kathy Griffin', 'Kristen Schaal']"
248,41,<WikipediaPage 'Top Gun: Maverick'>,"['Miles Teller', 'Jennifer Connelly', 'Jon Hamm', 'Glen Powell', 'Lewis Pullman', 'Ed Harris', 'Val Kilmer']"
249,41,<WikipediaPage 'Gravity'>,error
250,41,<WikipediaPage 'Ford v Ferrari'>,"['Matt Damon', 'Christian Bale']"
251,41,<WikipediaPage '102 Dalmatians'>,"['Glenn Close', 'Ioan Gruffudd', 'Alice Evans', 'Tim McInnerny', 'Gérard Depardieu']"
252,42,error,error
253,42,<WikipediaPage 'Doctor Strange'>,keyerror
254,42,<WikipediaPage 'Spider-Man'>,keyerror
255,42,<WikipediaPage 'Night at the Museum'>,"['Ben Stiller', 'Carla Gugino', 'Dick Van Dyke', 'Mickey Rooney', 'Bill Cobbs', 'Robin Williams']"
256,42,<WikipediaPage 'Gangs of New York'>,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']"
257,42,<WikipediaPage 'Mirror Mirror (film)'>,"['Julia Roberts', 'Lily Collins', 'Armie Hammer', 'Nathan Lane', 'Mare Winningham', 'Michael Lerner', 'Sean Bean']"
258,43,<WikipediaPage 'Black Panther (film)'>,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Angela Bassett', 'Forest Whitaker', 'Andy Serkis']"
259,43,<WikipediaPage 'Big Hero 6 (film)'>,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung', 'Damon Wayans Jr.', 'Genesis Rodriguez', 'James Cromwell', 'Maya Rudolph', 'Alan Tudyk']"
260,43,<WikipediaPage 'Watchmen'>,keyerror
261,43,<WikipediaPage 'Mr. & Mrs. Smith (2005 film)'>,"['Brad Pitt', 'Angelina Jolie', 'Vince Vaughn', 'Adam Brody', 'Kerry Washington']"
262,43,<WikipediaPage 'Alien: Covenant'>,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir']"
263,43,<WikipediaPage 'The Holiday'>,"['Cameron Diaz', 'Kate Winslet', 'Jude Law', 'Jack Black', 'Eli Wallach', 'Edward Burns', 'Rufus Sewell']"
264,44,<WikipediaPage 'Titanic'>,keyerror
265,44,<WikipediaPage 'How to Train Your Dragon'>,keyerror
266,44,error,error
267,44,<WikipediaPage 'Grand Theft Auto: San Andreas'>,keyerror
268,44,<WikipediaPage 'Cinderella'>,keyerror
269,44,<WikipediaPage 'The Fast and the Furious: Tokyo Drift'>,"['Lucas Black', 'Bow Wow', 'Nathalie Kelley', 'Sung Kang', 'Brian Tee']"
270,45,<WikipediaPage 'Yoda'>,keyerror
271,45,<WikipediaPage 'Wreck-It Ralph'>,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk']"
272,45,<WikipediaPage 'The Incredible Hulk (film)'>,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'Tim Blake Nelson', 'Ty Burrell', 'William Hurt']"
273,45,<WikipediaPage 'The Smurfs'>,keyerror
274,45,<WikipediaPage 'Ice Age: Continental Drift'>,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Nicki Minaj', 'Drake', 'Jennifer Lopez', 'Queen Latifah']"
275,45,<WikipediaPage 'Memoirs of a Geisha (film)'>,"['Zhang Ziyi', 'Ken Watanabe', 'Michelle Yeoh', 'Kōji Yakusho', 'Youki Kudoh', 'Kaori Momoi', 'Gong Li']"
276,46,<WikipediaPage 'Incredibles 2'>,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Samuel L. Jackson', 'Bob Odenkirk', 'Catherine Keener', 'Jonathan Banks']"
277,46,error,error
278,46,<WikipediaPage 'Hulk'>,keyerror
279,46,<WikipediaPage 'Live Free or Die Hard'>,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Cliff Curtis', 'Maggie Q']"
280,46,<WikipediaPage 'Black Hawk Down (film)'>,"['Josh Hartnett', 'Eric Bana', 'Ewan McGregor', 'Tom Sizemore', 'William Fichtner', 'Sam Shepard']"
281,46,<WikipediaPage 'Enemy at the Gates'>,"['Joseph Fiennes', 'Jude Law', 'Rachel Weisz', 'Bob Hoskins', 'Ed Harris']"
282,47,<WikipediaPage 'Rogue One'>,"['Felicity Jones', 'Diego Luna', 'Ben Mendelsohn', 'Donnie Yen', 'Mads Mikkelsen', 'Alan Tudyk', 'Jiang Wen', 'Forest Whitaker', 'Riz Ahmed']"
283,47,<WikipediaPage 'Independence Day: Resurgence'>,"['Jeff Goldblum', 'Liam Hemsworth', 'Bill Pullman', 'Maika Monroe', 'Travis Tope', 'William Fichtner', 'Charlotte Gainsbourg', 'Judd Hirsch']"
284,47,<WikipediaPage 'Final Fantasy: The Spirits Within'>,"['Ming-Na Wen', 'Alec Baldwin', 'James Woods', 'Donald Sutherland', 'Ving Rhames', 'Steve Buscemi', 'Peri Gilpin']"
285,47,<WikipediaPage 'The Divergent Series: Insurgent'>,"['Shailene Woodley', 'Theo James', 'Octavia Spencer', 'Jai Courtney', 'Ray Stevenson', 'Zoë Kravitz', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Naomi Watts', 'Kate Winslet']"
286,47,<WikipediaPage 'Sex and the City 2'>,"['Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon', 'John Corbett', 'Chris Noth']"
287,47,<WikipediaPage 'Last Action Hero'>,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney', 'Charles Dance', 'Frank McRae', 'Tom Noonan', 'Robert Prosky', 'Anthony Quinn', 'Mercedes Ruehl', ""Austin O'Brien""]"
288,48,<WikipediaPage 'Finding Dory'>,"['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence', ""Ed O'Neill"", 'Kaitlin Olson', 'Ty Burrell', 'Diane Keaton', 'Eugene Levy']"
289,48,<WikipediaPage 'Dune'>,error
290,48,<WikipediaPage 'The Twilight Saga: Breaking Dawn – Part 2'>,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed', 'Jackson Rathbone', 'Ashley Greene', 'Michael Sheen', 'Dakota Fanning']"
291,48,<WikipediaPage 'Ocean's Twelve'>,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Andy García', 'Don Cheadle', 'Bernie Mac', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Vincent Cassel', 'Eddie Jemison', 'Carl Reiner', 'Elliott Gould']"
292,48,<WikipediaPage 'Percy Jackson & the Olympians: The Lightning Thief'>,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario', 'Sean Bean', 'Pierce Brosnan', 'Steve Coogan', 'Rosario Dawson', 'Catherine Keener', 'Kevin McKidd', 'Joe Pantoliano', 'Uma Thurman']"
293,48,<WikipediaPage 'The Rundown'>,"['Dwayne Johnson', 'Seann William Scott', 'Christopher Walken', 'Rosario Dawson', 'Ewen Bremner', 'William Lucking']"
294,49,<WikipediaPage 'Toy Story 4'>,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Christina Hendricks', 'Jordan Peele', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack', 'Wallace Shawn', 'John Ratzenberger', 'Blake Clark', 'Don Rickles', 'Estelle Harris', 'Bonnie Hunt', 'Jeff Garlin', 'Kristen Schaal', 'Timothy Dalton']"
295,49,<WikipediaPage 'Cowboys & Aliens'>,"['Daniel Craig', 'Harrison Ford', 'Olivia Wilde', 'Sam Rockwell', 'Adam Beach', 'Clancy Brown', 'Paul Dano', 'Noah Ringer']"
296,49,<WikipediaPage 'The Croods'>,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener', 'Cloris Leachman', 'Clark Duke']"
297,49,<WikipediaPage 'Tomorrow Never Dies'>,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Joe Don Baker', 'Judi Dench']"
298,49,error,error
299,49,<WikipediaPage 'Arthur Christmas'>,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy', 'Jim Broadbent', 'Imelda Staunton', 'Ashley Jensen']"
300,50,<WikipediaPage 'Toy Story 3'>,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Don Rickles', 'Wallace Shawn', 'John Ratzenberger', 'Estelle Harris', 'Ned Beatty', 'Michael Keaton', 'Jodi Benson', 'John Morris']"
301,50,<WikipediaPage 'Beauty and the Beast'>,keyerror
302,50,<WikipediaPage 'The Revenant (2015 film)'>,"['Leonardo DiCaprio', 'Tom Hardy']"
303,50,error,error
304,50,error,error
305,50,<WikipediaPage 'XXX: Return of Xander Cage'>,"['Donnie Yen', 'Deepika Padukone', 'Kris Wu', 'Ruby Rose', 'Tony Jaa', 'Nina Dobrev', 'Toni Collette', 'Samuel L. Jackson']"
306,51,<WikipediaPage 'Iron Man 3'>,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall', 'Stéphanie Szostak', 'James Badge Dale', 'Jon Favreau', 'Ben Kingsley']"
307,51,<WikipediaPage 'Spider-Man: Far From Home'>,"['Tom Holland', 'Samuel L. Jackson', 'Zendaya', 'Cobie Smulders', 'Jon Favreau', 'J. B. Smoove', 'Jacob Batalon', 'Martin Starr', 'Marisa Tomei', 'Jake Gyllenhaal']"
308,51,<WikipediaPage 'The World Is Not Enough'>,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards', 'Robbie Coltrane', 'Judi Dench']"
309,51,<WikipediaPage '300: Rise of an Empire'>,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Hans Matheson', 'Rodrigo Santoro']"
310,51,<WikipediaPage 'The Fifth Element'>,"['Bruce Willis', 'Gary Oldman', 'Ian Holm', 'Chris Tucker', 'Milla Jovovich']"
311,51,<WikipediaPage 'Meet Joe Black'>,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jake Weber', 'Marcia Gay Harden', 'Jeffrey Tambor']"
312,52,<WikipediaPage 'Guardians of the Galaxy Vol. 2'>,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Sylvester Stallone', 'Kurt Russell']"
313,52,<WikipediaPage 'Aquaman'>,keyerror
314,52,<WikipediaPage 'Rango (2011 film)'>,"['Johnny Depp', 'Isla Fisher', 'Abigail Breslin', 'Ned Beatty', 'Alfred Molina', 'Bill Nighy', 'Stephen Root', 'Harry Dean Stanton', 'Ray Winstone', 'Timothy Olyphant']"
315,52,error,error
316,52,<WikipediaPage 'The Road to El Dorado'>,"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos', 'Jim Cummings']"
317,52,<WikipediaPage 'Cats & Dogs: The Revenge of Kitty Galore'>,"['Christina Applegate', 'Michael Clarke Duncan', 'Neil Patrick Harris', 'Sean Hayes', 'James Marsden', 'Bette Midler', 'Nick Nolte', 'Joe Pantoliano', 'Katt Williams', ""Chris O'Donnell"", 'Jack McBrayer', 'Roger Moore', 'Fred Armisen', 'Paul Rodriguez']"
318,53,<WikipediaPage 'The Amazing Spider-Man 2'>,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott', 'Embeth Davidtz', 'Colm Feore', 'Paul Giamatti', 'Sally Field']"
319,53,<WikipediaPage 'Shrek the Third'>,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Rupert Everett', 'Eric Idle', 'Justin Timberlake']"
320,53,<WikipediaPage 'Master and Commander: The Far Side of the World'>,"['Russell Crowe', 'Paul Bettany']"
321,53,<WikipediaPage 'Passenger'>,error
322,53,<WikipediaPage 'The Lovely Bones (film)'>,"['Mark Wahlberg', 'Rachel Weisz', 'Susan Sarandon', 'Stanley Tucci', 'Michael Imperioli', 'Saoirse Ronan']"
323,53,<WikipediaPage 'Collateral damage'>,error
324,54,<WikipediaPage 'Alice's Adventures in Wonderland'>,keyerror
325,54,<WikipediaPage 'Inception'>,"['Leonardo DiCaprio', 'Ken Watanabe', 'Joseph Gordon-Levitt', 'Marion Cotillard', 'Elliot Page', '[a]', 'Tom Hardy', 'Cillian Murphy', 'Tom Berenger', 'Michael Caine']"
326,54,<WikipediaPage 'Turbocharger'>,error
327,54,<WikipediaPage 'Green Hornet'>,keyerror
328,54,<WikipediaPage 'Ben-Hur (1959 film)'>,"['Charlton Heston', 'Jack Hawkins', 'Haya Harareet', 'Stephen Boyd', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe']"
329,54,<WikipediaPage 'Showtime (TV network)'>,keyerror
330,55,<WikipediaPage 'Skyfall'>,"['Daniel Craig', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Judi Dench']"
331,55,<WikipediaPage 'The Hunger Games: Mockingjay – Part 2'>,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
332,55,<WikipediaPage 'Teenage Mutant Ninja Turtles: Out of the Shadows'>,"['Megan Fox', 'Stephen Amell', 'Will Arnett', 'Laura Linney', 'Noel Fisher', 'Jeremy Howard', 'Pete Ploszek', 'Alan Ritchson', 'Brian Tee', 'Tyler Perry', 'Gary Anthony Williams', 'Stephen Farrelly', 'Brad Garrett']"
333,55,<WikipediaPage 'Miss Peregrine's Home for Peculiar Children'>,keyerror
334,55,<WikipediaPage 'Seventh Son of a Seventh Son'>,keyerror
335,55,<WikipediaPage 'Judge Dredd'>,keyerror
336,56,<WikipediaPage 'The Hobbit: An Unexpected Journey'>,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'James Nesbitt', 'Ken Stott', 'Cate Blanchett', 'Ian Holm', 'Christopher Lee', 'Hugo Weaving', 'Elijah Wood', 'Andy Serkis']"
337,56,<WikipediaPage 'Fast & Furious 6'>,"['Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Chris ""Ludacris"" Bridges', 'Sung Kang', 'Gal Gadot', 'Luke Evans', 'Gina Carano', 'John Ortiz']"
338,56,<WikipediaPage 'Happy Feet Two'>,"['Elijah Wood', 'Robin Williams', 'Hank Azaria', 'P!nk', 'Brad Pitt', 'Matt Damon', 'Richard Carter', 'Common', 'Sofia Vergara', 'Magda Szubanski', 'Hugo Weaving', 'Anthony LaPaglia']"
339,56,<WikipediaPage 'Real Steel'>,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Anthony Mackie', 'Kevin Durand']"
340,56,<WikipediaPage 'Finding Nemo'>,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']"
341,56,<WikipediaPage 'Zodiac'>,error
