,variable,value,Actor
517,86,<WikipediaPage 'Batman Begins'>,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Ken Watanabe', 'Morgan Freeman']"
518,86,<WikipediaPage 'Harry Potter and the Philosopher's Stone'>,keyerror
519,86,<WikipediaPage 'Bumblebee'>,keyerror
520,86,<WikipediaPage 'The Girl with the Dragon Tattoo (2011 film)'>,"['Rooney Mara', 'Daniel Craig', 'Christopher Plummer', 'Stellan Skarsgård', 'Steven Berkoff', 'Robin Wright', 'Yorick van Wageningen', 'Joely Richardson']"
521,86,<WikipediaPage 'Alvin and the Chipmunks: Chipwrecked'>,"['Jason Lee', 'David Cross', 'Jenny Slate', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Christina Applegate', 'Anna Faris', 'Amy Poehler', 'Alan Tudyk']"
522,87,<WikipediaPage 'Indiana Jones and the Kingdom of the Crystal Skull'>,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Ray Winstone', 'John Hurt', 'Jim Broadbent', 'Shia LaBeouf']"
523,87,<WikipediaPage 'Mission: Impossible – Rogue Nation'>,"['Jeremy Renner', 'Simon Pegg', 'Rebecca Ferguson', 'Ving Rhames', 'Sean Harris', 'Alec Baldwin']"
524,87,<WikipediaPage 'Jumanji: The Next Level'>,"['Jack Black', 'Kevin Hart', 'Karen Gillan', 'Nick Jonas', 'Awkwafina', 'Danny Glover', 'Danny DeVito']"
525,87,<WikipediaPage 'Cloud Atlas (film)'>,"['Tom Hanks', 'Halle Berry', 'Jim Broadbent', 'Hugo Weaving', 'Jim Sturgess', 'Doona Bae', 'Ben Whishaw', ""James D'Arcy"", 'Zhou Xun', 'Keith David', 'David Gyasi', 'Susan Sarandon', 'Hugh Grant']"
526,87,error,error
527,87,<WikipediaPage 'Get Smart'>,"['Don Adams', 'Barbara Feldon', 'Edward Platt']"
528,88,error,error
529,88,<WikipediaPage 'Dunkirk'>,keyerror
530,88,<WikipediaPage 'Harry Potter and the Deathly Hallows – Part 1'>,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Warwick Davis', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Richard Griffiths', 'John Hurt', 'Jason Isaacs', 'Alan Rickman', 'Fiona Shaw', 'Timothy Spall', 'Imelda Staunton', 'David Thewlis', 'Julie Walters']"
531,88,<WikipediaPage 'Harry Potter and the Chamber of Secrets'>,keyerror
532,88,<WikipediaPage 'You Don't Mess with the Zohan'>,"['John Turturro', 'Emmanuelle Chriqui', 'Nick Swardson', 'Lainie Kazan', 'Rob Schneider']"
533,88,<WikipediaPage 'Robot'>,keyerror
534,89,<WikipediaPage 'Kong: Skull Island'>,"['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian', 'Toby Kebbell', 'John Ortiz', 'Corey Hawkins', 'Jason Mitchell', 'Shea Whigham', 'Thomas Mann', 'Terry Notary', 'John C. Reilly']"
535,89,<WikipediaPage 'Thor'>,error
536,89,<WikipediaPage 'The Da Vinci Code'>,keyerror
537,89,<WikipediaPage 'Terminator 2: Judgment Day'>,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']"
538,89,<WikipediaPage 'Die Hard with a Vengeance'>,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp', 'Larry Bryggman', 'Sam Phillips']"
539,89,<WikipediaPage 'Shutter Island (film)'>,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Max von Sydow']"
540,90,<WikipediaPage 'Star Trek Beyond'>,"['Chris Pine', 'John Cho', 'Simon Pegg', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Anton Yelchin', 'Idris Elba']"
541,90,<WikipediaPage 'Madagascar: Escape 2 Africa'>,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Bernie Mac', 'Alec Baldwin', 'Sherri Shepherd', 'will.i.am']"
542,90,<WikipediaPage 'X2 (film)'>,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romijn-Stamos', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Anna Paquin']"
543,90,<WikipediaPage 'Batman Forever'>,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell"", 'Michael Gough', 'Pat Hingle']"
544,90,<WikipediaPage 'The Magnificent Seven'>,"['Yul Brynner', 'Eli Wallach', 'Steve McQueen', 'Charles Bronson', 'Robert Vaughn', 'Horst Buchholz']"
545,90,<WikipediaPage 'Something's Gotta Give (film)'>,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Frances McDormand', 'Amanda Peet', 'Jon Favreau']"
546,91,<WikipediaPage 'Maleficent: Mistress of Evil'>,"['Elle Fanning', 'Chiwetel Ejiofor', 'Sam Riley', 'Ed Skrein', 'Imelda Staunton', 'Juno Temple', 'Lesley Manville', 'Michelle Pfeiffer']"
547,91,<WikipediaPage 'X-Men Origins: Wolverine'>,"['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Dominic Monaghan', 'Ryan Reynolds']"
548,91,<WikipediaPage 'Fast Five'>,"['Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris', 'Sung Kang', 'Tego Calderon', 'Don Omar', 'Gal Gadot', 'Dwayne Johnson', 'Matt Schulze']"
549,91,<WikipediaPage 'Planet of the Apes'>,keyerror
550,91,<WikipediaPage 'Alvin and the Chipmunks: The Road Chip'>,"['Jason Lee', 'Tony Hale', 'Kimberly Williams-Paisley', 'Bella Thorne', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Kaley Cuoco', 'Anna Faris', 'Christina Applegate']"
551,91,<WikipediaPage 'Four Christmases'>,"['Vince Vaughn', 'Reese Witherspoon', 'Robert Duvall', 'Jon Favreau', 'Mary Steenburgen', 'Dwight Yoakam', 'Tim McGraw', 'Kristin Chenoweth', 'Jon Voight', 'Sissy Spacek']"
552,92,<WikipediaPage 'Blade Runner 2049'>,"['Ryan Gosling', 'Harrison Ford', 'Ana de Armas', 'Sylvia Hoeks', 'Robin Wright', 'Mackenzie Davis', 'Carla Juri', 'Lennie James', 'Dave Bautista', 'Jared Leto']"
553,92,<WikipediaPage 'Night at the Museum: Battle of the Smithsonian'>,"['Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Christopher Guest', 'Alain Chabat', 'Steve Coogan', 'Ricky Gervais', 'Bill Hader', 'Jon Bernthal', 'Robin Williams']"
554,92,<WikipediaPage 'Teenage Mutant Ninja Turtles'>,keyerror
555,92,<WikipediaPage 'National treasure'>,error
556,92,<WikipediaPage 'Atlantis: The Lost Empire'>,"['Michael J. Fox', 'James Garner', 'Cree Summer', 'Don Novello', 'Phil Morris', 'Claudia Christian', 'Jacqueline Obradors', 'Florence Stanley', 'David Ogden Stiers', 'John Mahoney', 'Jim Varney', 'Corey Burton', 'Leonard Nimoy']"
557,92,<WikipediaPage 'Face/Off'>,"['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Gina Gershon', 'Alessandro Nivola', 'Colm Feore']"
558,93,<WikipediaPage 'Terminator: Dark Fate'>,"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes', 'Gabriel Luna', 'Diego Boneta']"
559,93,<WikipediaPage 'Kung Fu Panda 2'>,"['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'James Hong', 'Michelle Yeoh', 'Danny McBride', 'Dennis Haysbert', 'Jean-Claude Van Damme', 'Victor Garber', 'Jackie Chan']"
560,93,<WikipediaPage 'Sherlock Holmes: A Game of Shadows'>,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace', 'Jared Harris', 'Eddie Marsan', 'Rachel McAdams']"
561,93,<WikipediaPage 'Django Unchained'>,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'Michael Parks', 'Don Johnson']"
562,93,<WikipediaPage 'Valkyrie'>,error
563,93,<WikipediaPage 'Bedtime Stories (film)'>,"['Keri Russell', 'Guy Pearce', 'Russell Brand', 'Richard Griffiths', 'Jonathan Pryce', 'Courteney Cox', 'Lucy Lawless', 'Teresa Palmer']"
564,94,<WikipediaPage 'Aladdin'>,keyerror
565,94,<WikipediaPage 'Mad Max: Fury Road'>,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Zoë Kravitz', 'Abbey Lee', 'Courtney Eaton']"
566,94,<WikipediaPage 'The Day After Tomorrow'>,"['Dennis Quaid', 'Jake Gyllenhaal', 'Ian Holm', 'Emmy Rossum', 'Sela Ward']"
567,94,<WikipediaPage '1917'>,keyerror
568,94,<WikipediaPage 'Pixel'>,error
569,94,<WikipediaPage 'Road to Perdition'>,"['Tom Hanks', 'Paul Newman', 'Jude Law', 'Jennifer Jason Leigh', 'Stanley Tucci', 'Daniel Craig']"
570,95,<WikipediaPage 'Thor: Ragnarok'>,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba', 'Jeff Goldblum', 'Tessa Thompson', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins']"
571,95,<WikipediaPage 'Detective Pikachu (film)'>,"['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Suki Waterhouse', 'Omar Chaparro', 'Chris Geere', 'Ken Watanabe', 'Bill Nighy']"
572,95,<WikipediaPage 'The Boss Baby'>,"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow']"
573,95,<WikipediaPage 'Little Fockers'>,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson', 'Blythe Danner', 'Teri Polo', 'Jessica Alba', 'Laura Dern', 'Harvey Keitel', 'Dustin Hoffman', 'Barbra Streisand', 'Scott Thorley']"
574,95,<WikipediaPage 'Artificial intelligence'>,error
575,95,<WikipediaPage 'Just Go with It'>,['Jennifer Aniston']
576,96,"<WikipediaPage 'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe'>","['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Liam Neeson']"
577,96,<WikipediaPage 'The Matrix Revolutions'>,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith']"
578,96,<WikipediaPage 'Clash of the Titans (2010 film)'>,"['Sam Worthington', 'Gemma Arterton', 'Mads Mikkelsen', 'Alexa Davalos', 'Ralph Fiennes', 'Liam Neeson']"
579,96,<WikipediaPage 'True Lies'>,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Art Malik', 'Tia Carrere']"
580,96,<WikipediaPage 'The Haunted Mansion'>,keyerror
581,96,error,error
582,97,<WikipediaPage 'Maleficent'>,keyerror
583,97,<WikipediaPage 'Ready Player One'>,keyerror
584,97,<WikipediaPage 'Troll'>,error
585,97,<WikipediaPage 'American Gangster (film)'>,"['Russell Crowe', 'Denzel Washington', 'Chiwetel Ejiofor', 'Cuba Gooding Jr.', 'Josh Brolin', 'Ted Levine', 'Armand Assante', 'John Ortiz', 'John Hawkes', 'RZA']"
586,97,<WikipediaPage 'Hollow Man'>,"['Elisabeth Shue', 'Kevin Bacon', 'Josh Brolin', 'Kim Dickens', 'Greg Grunberg', 'Joey Slotnick', 'William Devane']"
587,97,<WikipediaPage 'Eagle Eye'>,"['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Billy Bob Thornton']"
588,98,<WikipediaPage 'Fantastic Beasts and Where to Find Them (film)'>,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Ezra Miller', 'Samantha Morton', 'Jon Voight', 'Carmen Ejogo', 'Ron Perlman', 'Colin Farrell']"
589,98,<WikipediaPage 'Henny Penny'>,error
590,98,<WikipediaPage 'Godzilla'>,keyerror
591,98,<WikipediaPage 'Cloudy with a Chance of Meatballs (film)'>,"['Bill Hader', 'Anna Faris', 'James Caan', 'Andy Samberg', 'Bruce Campbell', 'Mr. T', ""Bobb'e J. Thompson"", 'Benjamin Bratt', 'Neil Patrick Harris', 'Al Roker', 'Lauren Graham', 'Will Forte']"
592,98,<WikipediaPage 'The Interpreter'>,"['Nicole Kidman', 'Sean Penn', 'Catherine Keener']"
593,98,<WikipediaPage 'Con Air'>,"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Steve Buscemi', 'Ving Rhames', 'Colm Meaney', 'Mykelti Williamson', 'Rachel Ticotin']"
594,99,<WikipediaPage 'WALL-E'>,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger', 'Kathy Najimy', 'Sigourney Weaver']"
595,99,<WikipediaPage 'Mission: Impossible III'>,"['Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan', 'Jonathan Rhys Meyers', 'Keri Russell', 'Maggie Q', 'Laurence Fishburne']"
596,99,<WikipediaPage 'Prometheus'>,keyerror
597,99,<WikipediaPage 'The Other Guys'>,"['Mark Wahlberg', 'Eva Mendes', 'Michael Keaton', 'Steve Coogan', 'Ray Stevenson', 'Samuel L. Jackson', 'Dwayne Johnson']"
598,99,<WikipediaPage 'Percy Jackson: Sea of Monsters'>,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario', 'Jake Abel', 'Douglas Smith', 'Stanley Tucci']"
599,99,<WikipediaPage 'Yogi Bear'>,keyerror
