,name,bday,nationality,gender
153, 'Naomi Watts'],1968-09-28 00:00:00,British,female
154,['Denzel Washington',Denzel Hayes Washington Jr no bday found,,unclear
155, 'John Travolta',1954-02-18 00:00:00,American,male
156, 'Luis Guzmán',1956-08-28 00:00:00,Rican,male
157, 'Michael Rispoli',Michael Rispoli is an American character actor no bday found,character,male
158, 'James Gandolfini'],James Joseph Gandolfini Jr no bday found,,unclear
159,['Sandra Bullock',1964-07-26 00:00:00,American,female
160, 'Jason Patric',1966-06-17 00:00:00,stage,male
161, 'Willem Dafoe',1955-07-22 00:00:00,American,male
162, 'Temuera Morrison',1960-12-26 00:00:00,Zealand,male
163, 'Glenn Plummer'],1961-08-18 00:00:00,television,male
164,['Orlando Bloom',1977-01-13 00:00:00,English,male
165, 'Marton Csokas',1966-06-30 00:00:00,Zealand,male
166,['Anika Noni Rose',1972-09-06 00:00:00,American,female
167, 'Bruno Campos',Bruno Campos Brazilian Portuguese b unu k pus is a Brazilian American lawyer and former actor best known for his roles of Dr no bday found,former,male
168, 'Michael-Leon Wooley',1971-03-29 00:00:00,voice,male
169, 'Jennifer Cody',1969-11-10 00:00:00,American,female
170, 'Peter Bartlett',1942-08-28 00:00:00,American,male
171, 'Jenifer Lewis',1957-01-25 00:00:00,American,female
172, 'Oprah Winfrey',Orpah Gail Winfrey ,",",female
173, 'Terrence Howard',1969-03-11 00:00:00,American,male
174, 'John Goodman'],1952-06-20 00:00:00,American,male
175,['Steven Strait',1986-03-23 00:00:00,American,male
176, 'Camilla Belle',1986-10-02 00:00:00,American,female
177,['Ray Romano',1957-12-21 00:00:00,",",male
178, 'John Leguizamo',1964-07-22 00:00:00,American,male
179, 'Denis Leary',1957-08-18 00:00:00,Irish-American,male
180, 'Josh Peck',1986-11-10 00:00:00,American,male
181, 'Seann William Scott',1976-10-03 00:00:00,American,male
182, 'Jennifer Lopez',1969-07-24 00:00:00,",",female
183, 'Queen Latifah'],1970-03-18 00:00:00,",",female
184,['Colin Firth',1960-09-10 00:00:00,English,male
185, 'Taron Egerton',1989-11-10 00:00:00,Welsh,male
186, 'Elton John',Reginald Kenneth Dwight ,,unclear
187, 'Jeff Bridges'],1949-12-04 00:00:00,American,male
188, 'Giovanni Ribisi',1974-12-17 00:00:00,television,male
189, 'Delroy Lindo',1952-11-18 00:00:00,British-American,male
190, 'Will Patton',1954-06-14 00:00:00,American,male
191, 'Chi McBride',1961-09-23 00:00:00,American,male
192, 'Robert Duvall'],1931-01-05 00:00:00,American,male
193,['Bradley Cooper',1975-01-05 00:00:00,American,male
194, 'Ed Helms',1974-01-24 00:00:00,American,male
195, 'Zach Galifianakis',1969-10-01 00:00:00,American,male
196, 'Heather Graham',1970-01-29 00:00:00,American,female
197, 'Jeffrey Tambor',1944-07-08 00:00:00,American,male
198, 'Justin Bartha',1978-07-21 00:00:00,American,male
199, 'Jim Sturgess',1978-05-16 00:00:00,English,male
200, 'Doona Bae',1979-10-11 00:00:00,Korean,female
201," ""James D'Arcy""",Simon Richard D Arcy ,English,male
202, 'Zhou Xun',1974-10-18 00:00:00,Chinese,female
203, 'David Gyasi',1980-01-02 00:00:00,British,male
204, 'Susan Sarandon',1946-10-04 00:00:00,American,female
205, 'Hugh Grant'],1960-09-09 00:00:00,English,male
206, 'Linda Hamilton',1956-09-26 00:00:00,American,female
207, 'Robert Patrick'],Robert Hammond Patrick Jr no bday found,,unclear
208,['Val Kilmer',1959-12-31 00:00:00,American,male
209, 'Jim Carrey',1962-01-17 00:00:00,Canadian-American,male
210, 'Nicole Kidman',1967-06-20 00:00:00,Australian-American,female
211, 'Pat Hingle'],Martin Patterson Hingle July 19 1924 January 3 2009 was an American character actor who appeared in hundreds of television shows and feature films no bday found,character,male
0,['Jamie Foxx',1967-12-13 00:00:00,American,male
1, 'Leonardo DiCaprio',1974-11-11 00:00:00,American,male
2, 'Dennis Christopher',Dennis Carrelli December,American,male
3, 'James Remar',1953-12-31 00:00:00,American,male
4, 'Michael Parks',Harry Samuel Parks ,and,male
5, 'Don Johnson'],1949-12-15 00:00:00,American,male
6, 'Denzel Washington',Denzel Hayes Washington Jr no bday found,,unclear
7, 'Cuba Gooding Jr.',Cuba Mark Gooding Jr no bday found,,unclear
8, 'Armand Assante',Armand Anthony Assante Jr no bday found,,unclear
9, 'John Ortiz',1968-05-23 00:00:00,American,male
10, 'RZA'],1969-07-05 00:00:00,",",male
11,['Bill Hader',William Thomas Hader Jr no bday found,,unclear
12, 'Anna Faris',1976-11-29 00:00:00,American,female
13, 'James Caan',1940-03-26 00:00:00,American,male
14, 'Andy Samberg',David A J Samberg,",",male
15, 'Bruce Campbell',1958-06-22 00:00:00,American,male
16," ""Bobb'e J. Thompson""",1996-02-28 00:00:00,American,male
17, 'Benjamin Bratt',1963-12-16 00:00:00,American,male
18, 'Neil Patrick Harris',1973-06-15 00:00:00,American,male
19, 'Al Roker',Albert Lincoln Roker Jr no bday found,,unclear
20, 'Will Forte'],1970-06-17 00:00:00,American,male
21, 'Eva Mendes',1974-03-05 00:00:00,American,female
22, 'Liam Aiken',1990-01-07 00:00:00,American,male
23, 'Emily Browning',1988-12-07 00:00:00,Australian,female
24," ""Catherine O'Hara""",1954-03-04 00:00:00,Canadian-American,female
25, 'Jennifer Coolidge',1961-08-28 00:00:00,American,female
26, 'Meryl Streep'],1949-06-22 00:00:00,American,female
27,['Jonah Hill',1983-12-20 00:00:00,American,male
28, 'Matthew McConaughey',1969-11-04 00:00:00,American,male
29, 'Rob Reiner',1947-03-06 00:00:00,American,male
30, 'Jean Dujardin',1972-06-19 00:00:00,French,male
31, 'Jon Bernthal'],1976-09-20 00:00:00,American,male
32, 'Dolph Lundgren',1957-11-03 00:00:00,Swedish,male
33, 'Chuck Norris',1940-03-10 00:00:00,",",male
34, 'Jean-Claude Van Damme',1960-10-18 00:00:00,Belgian,male
35, 'Terry Crews',1968-07-30 00:00:00,American,male
36, 'Randy Couture',1963-06-22 00:00:00,American,male
37, 'Scott Adkins',1976-06-17 00:00:00,English,male
38, 'Amanda Ooms',1964-09-05 00:00:00,Dutch-Swedish,female
39, 'Charisma Carpenter'],1970-07-23 00:00:00,American,female
40, 'Rashida Jones',1976-02-25 00:00:00,American,female
41, 'Reba McEntire',1955-03-28 00:00:00,and,female
42, 'Rachel Brosnahan',1990-07-12 00:00:00,American,female
43, 'DJ Khaled',1975-11-26 00:00:00,,unclear
44, 'Masi Oka'],Masayori Masi Oka Oka Masayori December 27 1974 is a Japanese actor producer and digital effects artist who became widely known for starring in NBC s Heroes as Hiro Nakamura and in CBS s Hawaii Five 0 as Doctor Max Bergman no bday found,Japanese,male
45, 'Jeff Bridges',1949-12-04 00:00:00,American,male
46, 'Zooey Deschanel',1980-01-17 00:00:00,American,female
47, 'Jon Heder',1977-10-26 00:00:00,American,male
48, 'Diedrich Bader'],1966-12-24 00:00:00,American,male
49, 'Arnold Vosloo'],1962-06-16 00:00:00,American,male
50,['Helen Mirren',1945-07-26 00:00:00,English,male
51, 'Emily Barclay',1984-10-24 00:00:00,winning,female
52, 'Abbie Cornish',1982-08-07 00:00:00,Australian,female
53, 'Ryan Kwanten',1976-11-28 00:00:00,Australian,male
54, 'Anthony LaPaglia',1959-01-31 00:00:00,Australian,male
55, 'Miriam Margolyes',1941-05-18 00:00:00,British-Australian,female
56, 'Sam Neill',1947-09-14 00:00:00,Zealand,male
57, 'David Wenham'],1965-09-21 00:00:00,Australian,male
58, 'Danny McBride',1976-12-29 00:00:00,American,male
59, 'Anna Friel',1976-07-12 00:00:00,British,female
60, 'Jorma Taccone'],1977-03-19 00:00:00,",",male
61,['Jennifer Garner',1972-04-17 00:00:00,American,female
62, 'Matthew Broderick',1962-03-21 00:00:00,American,male
63, 'John Oliver',1977-04-23 00:00:00,",",male
64, 'Kenan Thompson',1978-05-10 00:00:00,American,male
65, 'Norbert Leo Butz',1967-01-30 00:00:00,American,male
66, 'Ken Hudson Campbell'],Herman s Head is an American sitcom that aired on the Fox network from September 8 1991 until April 21 1994 no bday found,,unclear
67,['Patrick Swayze',Patrick Wayne Swayze August 18 1952 September 14 2009 was an American actor dancer singer and songwriter who was recognized for playing distinctive lead roles particularly romantic tough and comedic characters no bday found,American,male
68, 'Keanu Reeves',1964-09-02 00:00:00,Canadian,male
69, 'Gary Busey',1944-06-29 00:00:00,American,male
70, 'Lori Petty'],1963-10-14 00:00:00,American,female
71, 'Benjamin Walker',1982-06-21 00:00:00,American,male
72,['Jamie Kennedy',1970-05-25 00:00:00,American,male
73, 'Alan Cumming',1965-01-27 00:00:00,Scottish,male
74, 'Traylor Howard',1966-06-14 00:00:00,American,female
75, 'Steven Wright',1955-12-06 00:00:00,",",male
76, 'Bob Hoskins'],Robert William Hoskins 26 October 1942 29 April 2014 was an English actor no bday found,English,male
77,['Daisy Ridley',1992-04-10 00:00:00,English,female
78, 'Demián Bichir',1963-08-01 00:00:00,Mexican,male
79, 'Cynthia Erivo',1987-01-08 00:00:00,English,female
80, 'David Oyelowo'],1976-04-01 00:00:00,British,male
81,['Eddie Murphy',1961-04-03 00:00:00,American,male
82, 'Randy Quaid',1950-10-01 00:00:00,American,male
83, 'Rosario Dawson',1979-05-09 00:00:00,American,female
84, 'Joe Pantoliano',1951-09-12 00:00:00,character,male
85, 'Jay Mohr',1970-08-23 00:00:00,American,male
86, 'James Rebhorn',James Robert Rebhorn September 1 1948 March 21 2014 was an American character actor who appeared in over 100 films television series and plays no bday found,character,male
87, 'Peter Boyle',Peter Lawrence Boyle October 18 1935 December 12 2006 was an American actor no bday found,American,male
88, 'Pam Grier',1949-05-26 00:00:00,American,female
89, 'John Cleese'],1939-10-27 00:00:00,English,male
90,['Noah Schnapp',2004-10-03 00:00:00,Canadian-American,male
91, 'Francesca Angelucci Capaldi',2004-06-08 00:00:00,American,female
92," 'Troy ""Trombone Shorty"" Andrews'",1986-01-02 00:00:00,",",male
93, 'Kristin Chenoweth',Kristi Dawn Chenoweth ,American,female
94, 'Bill Melendez'],Jos Cuauht moc Melendez November 15 1916 September 2 2008 known as Bill Melendez was an American character animator voice actor film director and producer no bday found,voice,male
95, 'Tiffany Haddish',1979-12-03 00:00:00,American,female
96, 'Stephanie Beatriz',1981-02-10 00:00:00,Argentine-American,female
97, 'Alison Brie',1982-12-29 00:00:00,American,female
98, 'Nick Offerman',1970-06-26 00:00:00,American,male
99, 'Maya Rudolph',1972-07-27 00:00:00,American,female
100, 'Will Ferrell'],1967-07-16 00:00:00,American,male
101, 'Arnold Vosloo',1962-06-16 00:00:00,American,male
102, 'Oded Fehr',1970-11-23 23:00:00,Israeli,male
103, 'Patricia Velásquez',1971-01-31 00:00:00,Venezuelan,female
104, 'Freddie Boath',1991-05-06 00:00:00,English,male
105, 'Alun Armstrong',1946-07-17 00:00:00,English,male
106, 'The Rock'],Alternative rock also called alternative music alt rock or simply alternative is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s no bday found,,unclear
107, 'Christian Bale'],1974-01-30 00:00:00,English,male
108, 'Daniel Day-Lewis',1957-04-29 00:00:00,retired,male
109, 'Cameron Diaz'],1972-08-30 00:00:00,retired,female
110,['Michael Fassbender',1977-04-02 00:00:00,Irish-German,male
111, 'Billy Crudup',1968-07-08 00:00:00,American,male
112, 'Nicki Minaj',1982-12-08 00:00:00,and,female
113, 'Drake',1986-10-24 00:00:00,",",male
114,['Josh Hartnett',1978-07-21 00:00:00,American,male
115, 'Eric Bana',1968-08-09 00:00:00,Australian,male
116, 'Ewan McGregor',1971-03-31 00:00:00,Scottish,male
117, 'Tom Sizemore',Thomas Edward Sizemore Jr no bday found,,unclear
118, 'Sam Shepard'],Samuel Shepard Rogers III November 5 1943 July 27 2017 was an American actor playwright author screenwriter and director whose career spanned half a century no bday found,American,male
119,['Logan Lerman',1992-01-19 00:00:00,American,male
120, 'Brandon T. Jackson',1984-03-07 00:00:00,American,male
121, 'Alexandra Daddario',1986-03-16 00:00:00,American,female
122, 'Pierce Brosnan',1953-05-16 00:00:00,Irish,male
123, 'Catherine Keener',1959-03-23 00:00:00,American,female
124, 'Kevin McKidd',1973-08-09 00:00:00,Scottish,male
125, 'Uma Thurman'],1970-04-29 00:00:00,American,female
126, 'Chris Tucker',1971-08-31 00:00:00,and,male
127, 'Milla Jovovich'],1975-12-17 00:00:00,American,female
128,['Kenneth Branagh',1960-12-10 00:00:00,British,male
129, 'Rosie Perez',1964-09-06 00:00:00,American,female
130, 'Edward James Olmos',1947-02-24 00:00:00,American,male
131, 'Jim Cummings'],1952-11-03 00:00:00,voice,male
132, 'Viggo Mortensen',Viggo Peter Mortensen Jr no bday found,,unclear
133, 'Sean Astin',Duke February 25,American,male
134, 'John Rhys-Davies',1944-05-05 00:00:00,Welsh,male
135, 'Bernard Hill',1944-12-17 00:00:00,English,male
136, 'Billy Boyd',1968-08-28 00:00:00,Scottish,male
137, 'Miranda Otto',1967-12-15 00:00:00,Australian,female
138, 'David Wenham',1965-09-21 00:00:00,Australian,male
139, 'John Noble',1948-08-20 00:00:00,Australian,male
140, 'Sean Bean'],1959-04-17 00:00:00,English,male
141, 'Brad Dourif',1950-03-18 00:00:00,American,male
142,['Angelina Jolie',1975-06-04 00:00:00,American,female
143, 'Iain Glen',1961-06-24 00:00:00,Scottish,male
144, 'Noah Taylor',1969-09-04 00:00:00,Australian,male
145, 'Daniel Craig'],1968-03-02 00:00:00,English,male
146, 'Michael Caine'],Maurice Joseph Micklewhite Jr ,English,male
147, 'James Franco',1978-04-19 00:00:00,American,male
148, 'Freida Pinto',1984-10-18 00:00:00,Indian,female
149, 'John Lithgow',1945-10-19 00:00:00,American,male
150, 'Brian Cox',1946-06-01 00:00:00,Scottish,male
151, 'Tom Felton',1987-09-22 00:00:00,English,male
152, 'Sebastian Koch',1962-05-31 00:00:00,film,male
153,<WikipediaPage 'Yuliya Snigir'>,Freezer is a 2014 American thriller film directed by TV director Mikael Salomon no bday found,,unclear
154, 'Cole Hauser',1975-03-22 00:00:00,American,male
155, 'Amaury Nolasco',1970-12-24 00:00:00,Rican,male
156, 'Sergei Kolesnikov'],Sergei Valentinovich Kolesnikov Russian January 4 1955 in Moscow is a Soviet and Russian film and theater actor TV presenter Honored Artist of Russia 1994 no bday found,theater,male
157,['Geena Davis',1956-01-21 00:00:00,American,female
158, 'Matthew Modine',1959-03-22 00:00:00,American,male
159, 'Maury Chaykin',Maury Alan Chaykin July 27 1949 July 27 2010 was an American born Canadian actor best known for his portrayal of detective Nero Wolfe as well as for his work as a character actor in many films and television programs no bday found,Canadian,male
160, 'Patrick Malahide',1945-03-24 00:00:00,theatre,male
161, 'Stan Shaw'],1952-07-14 00:00:00,American,male
162, 'Jack Black',1969-08-28 00:00:00,American,male
163, 'Bobby Cannavale'],1970-05-03 00:00:00,American,male
164,['Jackie Chan',1954-04-07 00:00:00,Kong,male
165, 'John Lone',1952-10-13 00:00:00,American,male
166, 'Alan King',Irwin Alan Kniberg ,American,male
167, 'Roselyn Sánchez',1973-04-02 00:00:00,",",female
168, 'Harris Yulin',1937-11-05 00:00:00,American,male
169, 'Queen Latifah',1970-03-18 00:00:00,",",female
170, 'Josh Peck'],1986-11-10 00:00:00,American,male
171,['Shameik Moore',1995-05-04 00:00:00,American,male
172, 'Jake Johnson',1978-05-28 00:00:00,American,male
173, 'Hailee Steinfeld',1996-12-11 00:00:00,American,female
174, 'Lily Tomlin',1939-09-01 00:00:00,American,female
175, 'Luna Lauren Velez',1964-11-02 00:00:00,American,female
176, 'John Mulaney',1982-08-26 00:00:00,",",male
177, 'Kimiko Glenn',1989-06-27 00:00:00,American,female
178, 'Nicolas Cage',1964-01-07 00:00:00,American,male
179, 'Liev Schreiber'],1967-10-04 00:00:00,American,male
180, 'Diana Scarwid'],1955-08-27 00:00:00,American,female
181, 'Emile Hirsch',1985-03-13 00:00:00,American,male
182, 'Margaret Qualley',1994-10-23 00:00:00,American,female
183, 'Austin Butler',1991-08-17 00:00:00,American,male
184, 'Dakota Fanning',1994-02-23 00:00:00,American,female
185, 'Bruce Dern',1936-06-04 00:00:00,American,male
186, 'Al Pacino'],1940-04-25 00:00:00,American,male
187, 'Martin Sheen',1940-08-03 00:00:00,American,male
188,['Rooney Mara',1985-04-17 00:00:00,American,female
189, 'Christopher Plummer',Arthur Christopher Orme Plummer December 13 1929 February 5 2021 was a Canadian actor no bday found,Canadian,male
190, 'Steven Berkoff',1937-08-03 00:00:00,British,male
191, 'Yorick van Wageningen',1964-04-16 00:00:00,Dutch,male
192, 'Joely Richardson'],1965-01-09 00:00:00,English,female
193,['John Turturro',1957-02-28 00:00:00,American,male
194, 'Emmanuelle Chriqui',1975-12-10 00:00:00,Canadian,female
195, 'Nick Swardson',1976-10-09 00:00:00,American,male
196, 'Lainie Kazan',Lainie Levine May,American,female
197, 'Rob Schneider'],1963-10-31 00:00:00,American,male
198, 'Graham Greene',Henry Graham Greene 2 October 1904 3 April 1991 was an English writer and journalist regarded by many as one of the leading English novelists of the 20th century no bday found,,unclear
199, 'Colleen Camp',1953-06-07 00:00:00,character,female
200, 'Larry Bryggman',1938-12-21 00:00:00,American,male
201, 'Sam Phillips'],Samuel Cornelius Phillips January 5 1923 July 30 2003 was an American record producer no bday found,,unclear
202,['Yul Brynner',Yuliy Borisovich Briner Russian July 11 1920 October 10 1985 better known as Yul Brynner was a Russian American actor singer and director best known for his portrayal of King Mongkut in the Rodgers and Hammerstein stage musical The King and I for which he won two Tony Awards and later an Academy Award for Best Actor for the film adaptation no bday found,Russian-American,male
203, 'Eli Wallach',Eli Herschel Wallach December 7 1915 June 24 2014 was an American film television and stage actor whose career spanned more than seven decades beginning in the late 1940s no bday found,stage,male
204, 'Steve McQueen',Terrence Stephen McQueen March 24 1930 November 7 1980 nicknamed the King of Cool was an American actor no bday found,American,male
205, 'Charles Bronson',Charles Dennis Buchinsky ,American,male
206, 'Robert Vaughn',Robert Francis Vaughn November 22 1932 November 11 2016 was an American actor noted for his stage film and television work no bday found,American,male
207, 'Horst Buchholz'],Horst Werner Buchholz 4 December 1933 3 March 2003 was a German actor and voice actor who appeared in more than 60 feature films from 1951 to 2002 no bday found,German,male
208,['Jason Lee',1970-04-25 00:00:00,American,male
209, 'Tony Hale',1970-09-30 00:00:00,American,male
210, 'Kimberly Williams-Paisley',1971-09-14 00:00:00,American,female
211, 'Bella Thorne',1997-10-08 00:00:00,American,female
0, 'Matthew Gray Gubler',1980-03-09 00:00:00,American,male
1, 'Jesse McCartney',1987-04-09 00:00:00,American,male
2, 'Kaley Cuoco',1985-11-30 00:00:00,American,female
3, 'Christina Applegate'],1971-11-25 00:00:00,American,female
4, 'James Garner',James Scott Bumgarner ,American,male
5, 'Cree Summer',1969-07-07 00:00:00,American-Canadian,female
6, 'Don Novello',1943-01-01 00:00:00,American,male
7, 'Phil Morris',1959-04-04 00:00:00,voice,male
8, 'Claudia Christian',Claudia Ann Coghlan ,American,female
9, 'Jacqueline Obradors',1966-10-06 00:00:00,American,female
10, 'Florence Stanley',Florence Stanley Born Florence Schwartz July 1 1924 October 3 2003 was an American actress of stage film and television no bday found,American,female
11, 'David Ogden Stiers',David Allen Ogden Stiers STY rz October 31 1942 March 3 2018 was an American actor and conductor no bday found,American,male
12, 'John Mahoney',Charles John Mahoney June 20 1940 February 4 2018 was an English born American actor no bday found,American,male
13, 'Jim Varney',James Albert Varney Jr no bday found,,unclear
14, 'Corey Burton',1955-08-03 00:00:00,voice,male
15, 'Leonard Nimoy'],Leonard Simon Nimoy March 26 1931 February 27 2015 was an American actor filmmaker photographer author singer and songwriter no bday found,American,male
16,['Elisabeth Shue',1963-10-06 00:00:00,American,female
17, 'Kevin Bacon',1958-07-08 00:00:00,American,male
18, 'Kim Dickens',1965-06-18 00:00:00,American,female
19, 'Greg Grunberg',1966-07-11 00:00:00,film,male
20, 'Joey Slotnick',1968-10-02 00:00:00,film,male
21, 'William Devane'],1939-09-05 00:00:00,theatre,male
22, 'Sean Penn',1960-08-17 00:00:00,American,male
23, 'Catherine Keener'],1959-03-23 00:00:00,American,female
24, 'Jake Abel',1987-11-18 00:00:00,American,male
25, 'Douglas Smith',Douglas Alexander Smith is a Canadian actor known for his work on the HBO series Big Love as Ben Henrickson the eldest son of polygamist Bill Henrickson His other work includes Percy Jackson Sea of Monsters Terminator Genesis Vinyl Miss Sloane When We Rise The Alienist and the second season of HBO s Big Little Lies no bday found,Canadian,male
26,['Jesse Eisenberg',1983-10-05 00:00:00,American,male
27, 'Dave Franco',1985-06-12 00:00:00,American,male
28, 'Daniel Radcliffe',1989-07-23 00:00:00,English,male
29, 'Lizzy Caplan',1982-06-30 00:00:00,American,female
30, 'Jay Chou',1979-01-18 00:00:00,",",male
31, 'Sanaa Lathan',1971-09-19 00:00:00,American,female
32,['Robert Redford',Charles Robert Redford Jr no bday found,,unclear
33, 'Catherine McCormack',1972-04-03 00:00:00,British,female
34, 'Stephen Dillane',1957-03-27 00:00:00,British,male
35, 'Larry Bryggman'],1938-12-21 00:00:00,American,male
36,['Gary Sinise',1955-03-17 00:00:00,American,male
37, 'Connie Nielsen',1965-07-03 00:00:00,Danish,female
38," ""Jerry O'Connell""",1974-02-17 00:00:00,American,male
39, 'Kim Delaney',1961-11-29 00:00:00,American,female
40, 'Tim Robbins'],1958-10-16 00:00:00,American,male
41, 'Margaret Colin',1958-05-26 00:00:00,American,female
42, 'Rubén Blades',1948-07-16 00:00:00,",",male
43, 'Treat Williams',1951-12-01 00:00:00,American,male
44, 'George Hearn'],1934-06-18 00:00:00,American,male
45, 'Peter Sarsgaard'],1971-03-07 00:00:00,American,male
46, 'Frances de la Tour',1944-07-30 00:00:00,English,female
47, 'Julia Vysotskaya'],1973-08-16 00:00:00,Russian,female
48,['Dave Bautista',David Michael Bautista Jr no bday found,,unclear
49, 'Ella Purnell',1996-09-17 00:00:00,English,female
50, 'Omari Hardwick',1974-01-09 00:00:00,American,male
51, 'Ana de la Reguera',1977-04-08 00:00:00,Mexican,female
52, 'Theo Rossi',1975-06-04 00:00:00,American,male
53, 'Matthias Schweighöfer',1981-03-11 00:00:00,German,male
54, 'Nora Arnezeder', 1989 05 08 8,French,female
55, 'Tig Notaro',1971-03-24 00:00:00,and,female
56, 'Raúl Castillo',Ra l Castillo Jr no bday found,,unclear
57, 'Huma Qureshi',1986-07-28 00:00:00,Indian,female
58, 'Garret Dillahunt'],1964-11-24 00:00:00,American,male
59, 'Renée Zellweger',1969-04-25 00:00:00,American,female
60, 'Craig Bierko',1964-08-18 00:00:00,American,male
61, 'Bruce McGill',1950-07-11 00:00:00,American,male
62, 'Paddy Considine'],1973-09-05 00:00:00,English,male
63,['Boyd Holbrook',c 1980 1981 is,American,male
64, 'Trevante Rhodes',1990-02-10 00:00:00,American,male
65, 'Jacob Tremblay',2006-10-05 00:00:00,Canadian,male
66, 'Keegan-Michael Key',1971-03-22 00:00:00,American,male
67, 'Thomas Jane',Thomas Elliott III ,American,male
68, 'Alfie Allen',1986-09-12 00:00:00,English,male
69, 'Sterling K. Brown'],1976-04-05 00:00:00,American,male
70,['Helen Hunt',1963-06-15 00:00:00,American,female
71, 'Nick Searcy'],1959-03-07 00:00:00,character,male
72, 'Franka Potente',1974-07-22 00:00:00,German,female
73, 'Gabriel Mann',Gabriel Wilhoit Amis Mick,American,male
74,['Kevin James',1965-04-26 00:00:00,American,male
75, 'Jessica Biel',1982-03-03 00:00:00,American,female
76, 'Dan Aykroyd'],1952-07-01 00:00:00,television,male
77, 'Ellen Barkin',1954-04-16 00:00:00,American,female
78, 'Al Pacino',1940-04-25 00:00:00,American,male
79, 'Shaobo Qin',Qin Shaobo Chinese b no bday found,,unclear
80, 'Gene Hackman',1930-01-30 00:00:00,retired,male
81, 'Regina King',1971-01-15 00:00:00,American,female
82, 'Loren Dean',1969-07-31 00:00:00,American,male
83, 'Jake Busey',William Jacob The Tooth Busey Jr no bday found,,unclear
84, 'Barry Pepper',1970-04-04 00:00:00,Canadian-American,male
85, 'Gabriel Byrne'],1950-05-12 00:00:00,Irish,male
86, 'Alan Alda',Alphonso Joseph D Abruzzo ,American,male
87, 'Judd Hirsch',1935-03-15 00:00:00,American,male
88, 'Gabourey Sidibe'],1983-05-06 00:00:00,American,female
89,['Julia Roberts',1967-10-28 00:00:00,American,female
90, 'Lily Collins',1989-03-18 00:00:00,British-American,female
91, 'Armie Hammer',1986-08-28 00:00:00,American,male
92, 'Mare Winningham',1959-05-16 00:00:00,American,female
93, 'Michael Lerner',1941-06-22 00:00:00,American,male
94, 'Edward Burns',1968-01-29 00:00:00,American,male
95, 'Rufus Sewell'],1967-10-29 00:00:00,stage,male
96,['Lucas Black',1982-11-29 00:00:00,television,male
97, 'Bow Wow',Bow Wow Wow are an English new wave band created by manager Malcolm McLaren in 1980 no bday found,,unclear
98, 'Nathalie Kelley',Nathalie Kelley is an Australian actress of Peruvian descent known for her role as Neela in the 2006 action film The Fast and the Furious Tokyo Drift and for her roles in various television series including Body of Proof 2011 2012 Unreal 2015 The Vampire Diaries 2016 2017 and Dynasty 2017 2018 no bday found,Australian,female
99, 'Brian Tee'],1977-03-15 00:00:00,American,male
100,['Zhang Ziyi',1979-02-09 00:00:00,Chinese,female
101, 'Kōji Yakusho',1956-01-01 00:00:00,Japanese,male
102, 'Youki Kudoh',1971-01-17 00:00:00,Japanese,female
103, 'Kaori Momoi',1951-04-08 00:00:00,Japanese,female
104, 'Gong Li'],1965-12-31 00:00:00,Chinese,female
105,['Joseph Fiennes',1970-05-27 00:00:00,English,male
106, 'Ed Harris'],1950-11-28 00:00:00,American,male
107, 'Art Carney',Arthur William Matthew Carney November 4 1918 November 9 2003 was an American actor and comedian no bday found,American,male
108, 'Frank McRae',Frank McRae March 18 1941 April 29 2021 was an American film and television actor and a professional football player no bday found,television,male
109, 'Tom Noonan',1951-04-12 00:00:00,American,male
110, 'Robert Prosky',Robert Joseph Porzuczek ,American,male
111, 'Anthony Quinn',Manuel Antonio Rodolfo Quinn,Mexican-American,male
112, 'Mercedes Ruehl',1948-02-28 00:00:00,stage,male
113," ""Austin O'Brien""]",A bracket is either of two tall fore or back facing punctuation marks commonly used to isolate a segment of text or data from its surroundings no bday found,,unclear
114, 'Ashley Jensen'],1969-08-11 00:00:00,British,female
115,['Donnie Yen',1963-07-27 00:00:00,Kong,male
116, 'Deepika Padukone',1986-01-05 00:00:00,Indian,female
117, 'Tony Jaa',1976-02-05 00:00:00,",",male
118, 'Nina Dobrev',1989-01-09 00:00:00,Canadian,female
119, 'Toni Collette',Toni Collett 1,Australian,female
120, 'Claire Forlani',1971-12-17 00:00:00,English,female
121, 'Jake Weber',1963-03-12 00:00:00,English,male
122, 'Marcia Gay Harden',1959-08-14 00:00:00,American,female
123, 'Jeffrey Tambor'],1944-07-08 00:00:00,American,male
124,['Christina Applegate',1971-11-25 00:00:00,American,female
125, 'Michael Clarke Duncan',Michael Clarke Duncan December 10 1957 September 3 2012 was an American actor no bday found,American,male
126, 'Bette Midler',1945-12-01 00:00:00,",",female
127, 'Nick Nolte',1941-02-08 00:00:00,American,male
128, 'Katt Williams',1971-09-02 00:00:00,",",male
129, 'Roger Moore',Sir Roger George Moore 14 October 1927 23 May 2017 was an English actor no bday found,English,male
130, 'Fred Armisen',1966-12-04 00:00:00,American,male
131, 'Paul Rodriguez'],Paul Martin Rodriguez Jr no bday found,,unclear
132,['Michael Cera',1988-06-07 00:00:00,Canadian,male
133, 'Kieran Culkin',1982-09-30 00:00:00,American,male
134, 'Anna Kendrick',1985-08-09 00:00:00,American,female
135, 'Alison Pill',1985-11-27 00:00:00,Canadian,female
136, 'Brandon Routh',1979-10-09 00:00:00,television,male
137, 'Jason Schwartzman'],1980-06-26 00:00:00,American,male
